judgment,bucket,blip_max,blip_argmax_frame,surface,type,malformed,video_id,frame_grid_path,summary_text,entity_id,summary_id
,very_high,0.7679,4,tofu,ingredient,False,2zFAZy0zSbw,outputs/annotation/frames/youcook2/2zFAZy0zSbw.png,"ir-fry shrimp with soy sauce, spicy sauce, and sugar in a hot pan, then cook with vegetables with sauce, green onions, tofu, and green onions.",dacmf_blip_00449__e10,dacmf_blip_00449
,low,0.1054,8,skim,ingredient,False,QYl_wwBKt18,outputs/annotation/frames/youcook2/QYl_wwBKt18.png,"are a casserole made by sautéing milk, evaporated milk, skim, and cornstules in a sauce, then mix with a sauce made of sauce.",dacmf_blip_00070__e4,dacmf_blip_00070
,low,0.1144,0,at,action,True,wlq30WwXwSM,outputs/annotation/frames/youcook2/wlq30WwXwSM.png,"at chicken in flour, seasonings, garlic powder, and mashed potatoes in instant oil. Fry in deep oil until crispy, then fry until",dacmf_blip_00427__e7,dacmf_blip_00427
,high,0.3347,1,hot oil,ingredient,False,sdB8qBlLS2E,outputs/annotation/frames/youcook2/sdB8qBlLS2E.png,"auté lamb and cook a flavorful stew, shake in hot oil, then add lamb, spices, and lamb. Serve with tomato chilis, tomatoes, and coriander leaves.",dacmf_blip_00157__e3,dacmf_blip_00157
,high,0.4149,10,sives,ingredient,True,7E8Lj_Ktfok,outputs/annotation/frames/youcook2/7E8Lj_Ktfok.png,"rate tuna powder with wasabi, soy sauce, sesame oil, sives, and lime juice. Serve with apple juice, apple, and chives.",dacmf_blip_00214__e5,dacmf_blip_00214
,mid,0.244,10,cucumbers,ingredient,False,Ew5YKc6xmLE,outputs/annotation/frames/youcook2/Ew5YKc6xmLE.png,"are a Caesar and pita salad by combining pita bread and lemon juice, then mix with cucumbers, tomatoes, iceberg, and seasonings, serve with bread, mint.",dacmf_blip_00117__e4,dacmf_blip_00117
,mid,0.2124,8,milk,ingredient,False,yxjnWx6TaQ8,outputs/annotation/frames/youcook2/yxjnWx6TaQ8.png,"oil frankters by mixing flourmeal flour, flour, spices, sugar, sugarers, and milk, then secure frank dogs in batterterstersters.",dacmf_blip_00102__e8,dacmf_blip_00102
,very_high,0.9965,1,swiss grilled cheddar sandwich,ingredient,False,YNpVeU1pVZA,outputs/annotation/frames/youcook2/YNpVeU1pVZA.png," swiss grilled cheddar sandwich with monterey cheddar and monterey cheese, then assemble in a hot skillet until golden.",dacmf_blip_00411__e1,dacmf_blip_00411
,low,0.1057,4,sugar,ingredient,False,rf_mGLJPnDk,outputs/annotation/frames/youcook2/rf_mGLJPnDk.png,"ute garlic noodles, then add choi sauce, soy sauce, kicap man, water, and sugar. Finish for a flavorful choi dish, then serve.",dacmf_blip_00396__e6,dacmf_blip_00396
,very_low,0.0258,6,walnuts,ingredient,False,xw9aAfqanDo,outputs/annotation/frames/youcook2/xw9aAfqanDo.png,"ake chicken skillet with grapes, lemon, lemoning lemoning with gut, and light mayonnaise. Cook chicken, light walnuts, and season with a dressing dressing.",dacmf_blip_00352__e6,dacmf_blip_00352
,very_low,0.0234,7,orange juice,ingredient,False,-AwyG1JcMp8,outputs/annotation/frames/youcook2/-AwyG1JcMp8.png,"ine kimchi dumchi, soy sauce, sesame oil, green onion, ginger flakes, and red pepper flakes. Cook dumplings, boil with sauce, orange juice, and sauce.",dacmf_blip_00194__e9,dacmf_blip_00194
,very_high,0.9476,10,pepperoni sandwich,ingredient,False,MPCU71Hg-i4,outputs/annotation/frames/youcook2/MPCU71Hg-i4.png,"illed pepperoni sandwich by layilling pepperoni on bread, then layer with cheese and marinara sauce between breadoni, cheese, and bake on top with bread.",dacmf_blip_00145__e1,dacmf_blip_00145
,very_high,0.9668,15,burrito,ingredient,False,3WXM2FAueb8,outputs/annotation/frames/youcook2/3WXM2FAueb8.png," salsa salsa by sautéing beef with salsa powder, salt, oregeno, onion, spices, and beans. Mix up with beans, bake, and bake to make a burrito.",dacmf_blip_00452__e11,dacmf_blip_00452
,very_high,0.7601,4,batteramed egg,ingredient,False,igF8D7iE46o,outputs/annotation/frames/youcook2/igF8D7iE46o.png,"at batter in a batteramed egg, creamed corn, milk, sugar, baking powder, and corn, then fry until golden brown.",dacmf_blip_00274__e1,dacmf_blip_00274
,very_low,0.0264,13,cucumber,ingredient,False,TO_W2RYL2mA,outputs/annotation/frames/youcook2/TO_W2RYL2mA.png,"are a flavorful chicken, garlic, ginger, and fish sauce. Cook with coconut sauce, cucumber, and water. Finish with cooked chicken stock, cucwer leaves, spinach, spinach leaves.",dacmf_blip_00069__e6,dacmf_blip_00069
,very_low,0.0158,13,bulgarraaze,ingredient,True,sv8jRCmi3Ro,outputs/annotation/frames/youcook2/sv8jRCmi3Ro.png,"are bulgarraaze by baking tomatoes in a mixture of bulgur, bulgur mixture, herbs, parsley, and parsley. Bake in the oven with bulley, oil, then transfer in the plate.",dacmf_blip_00364__e1,dacmf_blip_00364
,low,0.0943,5,cayenne pepper,ingredient,False,9BNRMHGepS4,outputs/annotation/frames/youcook2/9BNRMHGepS4.png,"ute vegetables with peppers, peppers, and garlic. Combine with vegetables, season with barbecue sauce, cayenne pepper, chili, and pepper, then bake in the meat pan.",dacmf_blip_00042__e5,dacmf_blip_00042
,high,0.3128,15,toast,ingredient,False,NZtwPf32YN4,outputs/annotation/frames/youcook2/NZtwPf32YN4.png,"isk and mar topped with milk, creme, butter, and pepper in a pan. Cook eggs on toast, then top with vinegar and vinegar.",dacmf_blip_00144__e7,dacmf_blip_00144
,low,0.1019,0,cucumber,ingredient,False,FliMoBfG72Y,outputs/annotation/frames/youcook2/FliMoBfG72Y.png," a sushi roll by spreading seaweed, on bamboo, mayonnaise, crab, meat, cucumber, and avocado, then roll into small rolls.",dacmf_blip_00444__e5,dacmf_blip_00444
,low,0.0547,0,oil,ingredient,False,RKhfv-spUaI,outputs/annotation/frames/youcook2/RKhfv-spUaI.png,"are dough dough by mixing dough, water, mixing with flour, oil, and salt. Fill into a bun with mustard, cucumber, salad, and fried onions.",dacmf_blip_00241__e4,dacmf_blip_00241
,low,0.1324,6,mix,action,False,cdsDsUcLJZM,outputs/annotation/frames/youcook2/cdsDsUcLJZM.png,"ute guutee guanciale, mix with olive oil, parmesan, and pepper, then mix with cooked pasta.",dacmf_blip_00240__e6,dacmf_blip_00240
,high,0.3336,6,ginger,ingredient,False,RqgN6iWMkb0,outputs/annotation/frames/youcook2/RqgN6iWMkb0.png,"are a flavorful soup by sautéing ginger, garlic, and green onion with sugar, sugar, soy sauce, baking soda, and sesame oil. Serve over noodles with pork, pork corn.",dacmf_blip_00156__e2,dacmf_blip_00156
,very_high,0.5906,1,potatoes,ingredient,False,186EQzPPHW8,outputs/annotation/frames/youcook2/186EQzPPHW8.png,"oil mashed potatoes are saauté potatoes with butter, butter, and spices, then add mashed potatoes and gravy, simmer with mashed potatoes.",dacmf_blip_00304__e2,dacmf_blip_00304
,high,0.429,12,broth,ingredient,False,ysRLGUndzgg,outputs/annotation/frames/youcook2/ysRLGUndzgg.png,"are a tofu ladle soup by cooking carrots, onions, bell peppers, ginger, soy sauce, hot sauce, sweet sauce, and sesame sauce in a broth. Finish with green onion, arrow, tofu, and green onion.",dacmf_blip_00087__e10,dacmf_blip_00087
,high,0.4997,6,sausmegized onions,ingredient,True,QUt050AXQMw,outputs/annotation/frames/youcook2/QUt050AXQMw.png,"are a wine veusages with veggie sugar, brown sugar, and wine in a griddle. Cook with thyme and top with sausmegized onions.",dacmf_blip_00213__e6,dacmf_blip_00213
,mid,0.1713,8,lettuce,ingredient,False,g6eV_7U5HX8,outputs/annotation/frames/youcook2/g6eV_7U5HX8.png,"are a bean burrito by cooking refried beans with chilli powder, lettuce, tomatoes, and spices, then spread in a tortillas upding beans, then roll with sour cream.",dacmf_blip_00250__e4,dacmf_blip_00250
,high,0.4273,14,bacon,ingredient,False,4eWzsx1vAi8,outputs/annotation/frames/youcook2/4eWzsx1vAi8.png,"ill tomato salad on a golden pan, then spread bacon, lettuce, and tomatoes on a paper mayo spread with mayo, tomatoes, and pepper.",dacmf_blip_00232__e3,dacmf_blip_00232
,high,0.3343,8,cheese,ingredient,False,YX6v3tY7OPg,outputs/annotation/frames/youcook2/YX6v3tY7OPg.png," a ham and cheese sandwich by combining topped with ham, mayonnaise, guerrier, cheese, and pepper, on a hot skillet. Cook until golden brown.",dacmf_blip_00437__e5,dacmf_blip_00437
,very_low,0.0416,12,ginger paste,ingredient,False,fn9anlEL4FI,outputs/annotation/frames/youcook2/fn9anlEL4FI.png," a flavorful lamb masala by sautéing garala with garlic, ginger, ginger paste, and onions in oil. Add with onions, corumin, cormeric, water, and water, add to the flavorful tomatoes.",dacmf_blip_00004__e5,dacmf_blip_00004
,low,0.1165,10,salt,ingredient,False,Dao0vasGPMQ,outputs/annotation/frames/youcook2/Dao0vasGPMQ.png,"at chicken in milk and flour, dip in a mixture of flour, paprika, and salt. Coat in oil and fry in oil until golden.",dacmf_blip_00412__e5,dacmf_blip_00412
,low,0.1195,1,lay,action,False,eMsfAhVj2e4,outputs/annotation/frames/youcook2/eMsfAhVj2e4.png," a dough and top, lay, roll into a ball, roll, brush into a it with melted butter, Italian butter, and sprinkle over top.",dacmf_blip_00180__e2,dacmf_blip_00180
,very_high,0.9829,10,pancetta,ingredient,False,rWdhkAXfEAY,outputs/annotation/frames/youcook2/rWdhkAXfEAY.png,"ry spaghetti, fry pancings with garlic, eggs, and cream grated eggs, then mix with cooked pancetta and top with parsley.",dacmf_blip_00387__e6,dacmf_blip_00387
,low,0.0773,1,verattago,ingredient,True,xHr8X2Wpmno,outputs/annotation/frames/youcook2/xHr8X2Wpmno.png,"are a Caesar salad by combining verdalago, sumac, garlic, and garlic. Serve with verdal dressing with verattago, tomatoes, onions, and onions.",dacmf_blip_00000__e5,dacmf_blip_00000
,low,0.119,5,seasonings,ingredient,False,wlq30WwXwSM,outputs/annotation/frames/youcook2/wlq30WwXwSM.png,"at chicken in flour, seasonings, garlic powder, and mashed potatoes in instant oil. Fry in deep oil until crispy, then fry until",dacmf_blip_00427__e3,dacmf_blip_00427
,mid,0.2083,15,serve,action,False,YhevdroG7a4,outputs/annotation/frames/youcook2/YhevdroG7a4.png,"ir-fry chicken, fry with spices, ginger, garlic, turmeric, and tomato water. Mix with water, tomato water, and water for 15 minutes. Serve with cilantro leaves.",dacmf_blip_00398__e11,dacmf_blip_00398
,mid,0.2281,15,garnumber,ingredient,True,BRqTCiAc7uk,outputs/annotation/frames/youcook2/BRqTCiAc7uk.png,"are loin, roll, shiso, and cucumber wasabi, then add with Parmumber and garnumber for a flavorful wasumber.",dacmf_blip_00255__e6,dacmf_blip_00255
,high,0.4069,15,lemon juice,ingredient,False,OWtnI3m-p8g,outputs/annotation/frames/youcook2/OWtnI3m-p8g.png,"are a Caesar salad by combining garlic, mayon, lemon juice, cheese, and cheese. Cook lettuce in a dressing with bell peppers, and sprinkle with dressing.",dacmf_blip_00373__e4,dacmf_blip_00373
,mid,0.2432,9,chicken stock,ingredient,False,LfSYF1N5i_Q,outputs/annotation/frames/youcook2/LfSYF1N5i_Q.png,"auté onion, garlic, celery, and tomatoes in oil. Add tomatoes, chicken stock, tomatoes, salt, pepper, and balsamic vinegar for a food processor.",dacmf_blip_00055__e7,dacmf_blip_00055
,high,0.4647,5,hot dogs,ingredient,False,xkKuIlYSMMU,outputs/annotation/frames/youcook2/xkKuIlYSMMU.png," hot hot hot dogs by combining hot dogs with flour, sugar polenta, baking powder, egg, milk, and milk in oil.",dacmf_blip_00047__e1,dacmf_blip_00047
,high,0.4045,1,ribs,ingredient,False,2Zr72r4OCe8,outputs/annotation/frames/youcook2/2Zr72r4OCe8.png,"inate ribs in soy sauce baginade with soy sauce, brown onions, water, and sesame oil, then grill in the bag.",dacmf_blip_00215__e1,dacmf_blip_00215
,mid,0.2041,3,pasta,ingredient,False,UkqQAynrM2g,outputs/annotation/frames/youcook2/UkqQAynrM2g.png,"are a flavorful pasta and dressing served with a vinegar, mozzamic, herbs, and herbs. Top with dressing, lettuce, tomatoes, zucchini, beans, and seasonings.",dacmf_blip_00351__e1,dacmf_blip_00351
,very_high,0.7772,3,flour,ingredient,False,PTUxCvCz8Bc,outputs/annotation/frames/youcook2/PTUxCvCz8Bc.png,"at chicken wings with flour, garlic, seasonings, salt, and milk. Coat in a mixture until cooked in deep oil towels. Serve over paper towel.",dacmf_blip_00153__e2,dacmf_blip_00153
,very_low,0.0339,9,spring,ingredient,False,DeiX_otgD1Q,outputs/annotation/frames/youcook2/DeiX_otgD1Q.png," a potato dish by baking mashed potatoes with mash, masher, and mash them, coat with a milk mixture, mix in a steamed milk, spring, and parsley.",dacmf_blip_00166__e7,dacmf_blip_00166
,low,0.051,8,oil,ingredient,False,2heP32bqOV0,outputs/annotation/frames/youcook2/2heP32bqOV0.png,"are meat in a pot, cook onions, then cook in oil with tomato paste, water, cumin paste, and seasoning for a flavorful curry.",dacmf_blip_00422__e3,dacmf_blip_00422
,high,0.3291,8,sauté,action,False,RqgN6iWMkb0,outputs/annotation/frames/youcook2/RqgN6iWMkb0.png,"are a flavorful soup by sautéing ginger, garlic, and green onion with sugar, sugar, soy sauce, baking soda, and sesame oil. Serve over noodles with pork, pork corn.",dacmf_blip_00156__e12,dacmf_blip_00156
,low,0.0814,0,season,action,False,84i8Qdnyd0k,outputs/annotation/frames/youcook2/84i8Qdnyd0k.png,"oil and mash potatoes, then mash potatoes and milk in milk. Season with milk, top with parsley leaves.",dacmf_blip_00027__e7,dacmf_blip_00027
,mid,0.2074,9,chicken whites,ingredient,False,7D4uMKxLDT0,outputs/annotation/frames/youcook2/7D4uMKxLDT0.png,"readed chicken whites with olive oil and parumbs. Cook in oil mixed with cooked sauce, sauce, and cheese, then bakeed with sauce.",dacmf_blip_00258__e1,dacmf_blip_00258
,very_high,0.5573,9,grill,tool,False,y4y22RQH05c,outputs/annotation/frames/youcook2/y4y22RQH05c.png,"illed parchment parchment patties by grilling them on a grill, then assemble it with two buns, ketchup, mustard, and mustard, then wrap in a bun in aluminum foil.",dacmf_blip_00049__e2,dacmf_blip_00049
,mid,0.1613,12,rice paper,ingredient,False,BAoQWVV-bh4,outputs/annotation/frames/youcook2/BAoQWVV-bh4.png,"ak rice paper paper by wrapping rice paper, cucumber, avocado, rice, and lettuce in water. Roll secure paper wraps with lettuce paper, roll to make secure dish.",dacmf_blip_00098__e1,dacmf_blip_00098
,high,0.4336,3,butter,ingredient,False,c3JFGGhkArA,outputs/annotation/frames/youcook2/c3JFGGhkArA.png,"elt ham cheese sandwiches by combining butter with flour and milk, then bake in a heavy sauce with ham and bake for 10 minutes.",dacmf_blip_00182__e2,dacmf_blip_00182
,very_low,0.0022,10,fish balls,ingredient,False,o9kndEZvsnY,outputs/annotation/frames/youcook2/o9kndEZvsnY.png,"are paddon noodles with chicken broth, noodles, and fish balls into a broth. Serve with udon noodles and add vegetables.",dacmf_blip_00018__e4,dacmf_blip_00018
,very_high,0.8016,2,butter,ingredient,False,xhXcJ6bhX2w,outputs/annotation/frames/youcook2/xhXcJ6bhX2w.png,"oil macaroni and cook pasta with butter. Combine with butter, evapores, eggs, salt, pepper, and cheeses, then bake for 15 minutes.",dacmf_blip_00372__e4,dacmf_blip_00372
,high,0.4807,12,paneer chilis,ingredient,False,NXnQys_ejeg,outputs/annotation/frames/youcook2/NXnQys_ejeg.png,"are a flavorful rice and vegetable vegetable potused rice made with vegetables, vegetables, and paneer chilis, then add rice and sauce. Serve with sauce on a bowl.",dacmf_blip_00311__e3,dacmf_blip_00311
,high,0.3731,5,leeks,ingredient,False,ffyHeyRpYvo,outputs/annotation/frames/youcook2/ffyHeyRpYvo.png,"ash-on gravy cooked gold potatoes in water and cook saeks. Sautages with leeks, salt, pepper, and pepperings in a sauce until cooked.",dacmf_blip_00247__e7,dacmf_blip_00247
,mid,0.1773,11,brown sauce,ingredient,False,0ShsPjf9shQ,outputs/annotation/frames/youcook2/0ShsPjf9shQ.png,"are a meatloaf mixture by combining oats, breadcrumbs, milk, eggs, garlic powder, Worcestershire sauce, brown sauce, and mustard. Shape into a loaf, then serve on a meat loaf.",dacmf_blip_00416__e8,dacmf_blip_00416
,very_high,0.8435,15,benaise dish,ingredient,True,hLTNXDKU_Pk,outputs/annotation/frames/youcook2/hLTNXDKU_Pk.png," ben eggs are made by boiling hameded eggs with eggs, eggs, and mixing on a hot benaise dish.",dacmf_blip_00303__e6,dacmf_blip_00303
,low,0.073,7,golden whites,attribute,False,4SnAlRlxlFk,outputs/annotation/frames/youcook2/4SnAlRlxlFk.png,"are a dough with flour, cumin seeds, spices, and herbs. Fill potatoes with mixture and herbs, then deep fry until golden whites.",dacmf_blip_00386__e9,dacmf_blip_00386
,low,0.0829,1,mustard,ingredient,False,mNhj7SA7c4g,outputs/annotation/frames/youcook2/mNhj7SA7c4g.png,"auté onion, ginger onion, garlic, and spices in a pan with spices, mustard, and coriander.",dacmf_blip_00076__e5,dacmf_blip_00076
,very_low,0.0469,3,potato batter,ingredient,False,_GTwKEPmB-U,outputs/annotation/frames/youcook2/_GTwKEPmB-U.png,"are a potato batter by mixing potato, flour, egg, and grated potatoes with potato starch, salt, and pepper.",dacmf_blip_00375__e1,dacmf_blip_00375
,very_low,0.0259,7,soy sauce,ingredient,False,m3kFrdCHitg,outputs/annotation/frames/youcook2/m3kFrdCHitg.png," a grilled vegetable sandwich by combining carrots, sugar, vinegar, fish sauce, oil, and soy sauce. Combine with lettuce, onions, chicken, jalapenos, and vegetable mixture between bread.",dacmf_blip_00132__e6,dacmf_blip_00132
,mid,0.25,7,add,action,False,hs2h7nb5PHQ,outputs/annotation/frames/youcook2/hs2h7nb5PHQ.png,"reamed celery, potatoes, onions, and clam juice in butter, then add corn, salt, black pepper, and whisk for a clam meat cooked.",dacmf_blip_00234__e10,dacmf_blip_00234
,low,0.0557,6,salt,ingredient,False,OpURFOTdycE,outputs/annotation/frames/youcook2/OpURFOTdycE.png,"are shred by shreding cabbage, onions, radish, and carrot in a mixture with salt, salt, and salt in a jar. Fill the jar, covering the jar.",dacmf_blip_00110__e5,dacmf_blip_00110
,low,0.0545,4,nuts,ingredient,False,JqjwJIV6pI0,outputs/annotation/frames/youcook2/JqjwJIV6pI0.png,"ir-fry tamole tofu and tofu, then stir fry with radole noodles, eggs, rice noodles, and water. Combine with a sauce mixture, red sauce, leeks, sprouts, and nuts.",dacmf_blip_00135__e10,dacmf_blip_00135
,low,0.1248,2,oregano,ingredient,False,viwpmylgps0,outputs/annotation/frames/youcook2/viwpmylgps0.png,"asted tomato soup by baking and squash with garlic, onions, oreings, oregano, and olive oil. Bake and serve in a sauce sauce with red wine sauce.",dacmf_blip_00103__e6,dacmf_blip_00103
,low,0.135,13,transfer,action,False,sv8jRCmi3Ro,outputs/annotation/frames/youcook2/sv8jRCmi3Ro.png,"are bulgarraaze by baking tomatoes in a mixture of bulgur, bulgur mixture, herbs, parsley, and parsley. Bake in the oven with bulley, oil, then transfer in the plate.",dacmf_blip_00364__e9,dacmf_blip_00364
,mid,0.224,6,peperings,ingredient,True,ffyHeyRpYvo,outputs/annotation/frames/youcook2/ffyHeyRpYvo.png,"ash-on gravy cooked gold potatoes in water and cook saeks. Sautages with leeks, salt, pepper, and pepperings in a sauce until cooked.",dacmf_blip_00247__e10,dacmf_blip_00247
,low,0.1278,15,samosa,ingredient,False,bxgdUWKOwtQ,outputs/annotation/frames/youcook2/bxgdUWKOwtQ.png,"are a dough-iced filling with flour, ghee, and peas, then cook it with stuffing, stuffing to make a flavorful samosa.",dacmf_blip_00414__e8,dacmf_blip_00414
,mid,0.2689,6,dough,ingredient,False,JxCBGlPgr5o,outputs/annotation/frames/youcook2/JxCBGlPgr5o.png,"are a dough by mixing it out with yeast, sugar, egg, and other butter. Top with a burger, top with cheese and cirlces, then assemble with cheese sauce.",dacmf_blip_00005__e1,dacmf_blip_00005
,mid,0.2302,7,lettuce,ingredient,False,05ZSU-5UkXw,outputs/annotation/frames/youcook2/05ZSU-5UkXw.png,"are a Mediterranean salad by combining mint, garlic, sumac, lemon juice, cucumbers, green onions, and feta in a refreshing dressing. Toss over lettuce with dressing, topped with salad.",dacmf_blip_00378__e10,dacmf_blip_00378
,very_low,0.0362,2,onion,ingredient,False,GgM8IIglBLw,outputs/annotation/frames/youcook2/GgM8IIglBLw.png,"auté onion in olive oil with tomatoes, tomatoes, and spices in a flavorful tomato paste. Blend with fresh basil, basil, and garnish with more basil leaves.",dacmf_blip_00227__e1,dacmf_blip_00227
,high,0.4324,15,shrimp,ingredient,False,VmaEuPzlPII,outputs/annotation/frames/youcook2/VmaEuPzlPII.png,"are shrimp-, cook shrimp in a pan, then cook noodles with garlic, snow peas, bead peas, and water. Jar thai noodles, combine with sauce topped with chopped peanuts.",dacmf_blip_00295__e1,dacmf_blip_00295
,mid,0.2209,0,mustard,ingredient,False,f2uDKzq8WM0,outputs/annotation/frames/youcook2/f2uDKzq8WM0.png,"ill sausage dog with vegetables and jalapapeno, cook sausage, mustard, ketchup, mayo, and mayo for a bun.",dacmf_blip_00308__e5,dacmf_blip_00308
,mid,0.1715,4,bell peppers,ingredient,False,x6noOknBPDI,outputs/annotation/frames/youcook2/x6noOknBPDI.png,"inate chicken veggies by marinating chicken, bell peppers, mushrooms, cherry tomato, zucchini, and red onion. Skeilling with sauce and sauce, then grill.",dacmf_blip_00379__e2,dacmf_blip_00379
,high,0.4018,8,chicken broth,ingredient,False,o9kndEZvsnY,outputs/annotation/frames/youcook2/o9kndEZvsnY.png,"are paddon noodles with chicken broth, noodles, and fish balls into a broth. Serve with udon noodles and add vegetables.",dacmf_blip_00018__e2,dacmf_blip_00018
,low,0.0505,4,assemble,action,False,o42iehActZo,outputs/annotation/frames/youcook2/o42iehActZo.png,"are a burger and mayo bun on a top of tomato, two layo, two assemble with ketchup, Ketchup, and onion, then wrap in paper paper on paper and paper.",dacmf_blip_00272__e7,dacmf_blip_00272
,very_low,0.0492,1,oil,ingredient,False,XUyqiWN8WFI,outputs/annotation/frames/youcook2/XUyqiWN8WFI.png,"oil, sweet potatoes, and pepper with milk and pepper. Make a sauce made with diced vegetables, salt, tomato paste, and stock. Bake in the oven.",dacmf_blip_00222__e1,dacmf_blip_00222
,mid,0.1783,2,beef,ingredient,False,tGaAAI3aAUs,outputs/annotation/frames/youcook2/tGaAAI3aAUs.png," seasoned beef beef with vegetables, onions, pase, spices, tomato paste, and tomato paste. Season with ketchup, honey, and sauce before serving with sour cream.",dacmf_blip_00031__e1,dacmf_blip_00031
,very_low,0.0271,1,salt,ingredient,False,U_2DFd2ZMfs,outputs/annotation/frames/youcook2/U_2DFd2ZMfs.png,"oil rice in seasoned water, then saute peas, then add peas, chicken peas, salt, and soy sauce. Cook with soy sauce, then fry for make flavorful chicken sauce.",dacmf_blip_00210__e6,dacmf_blip_00210
,very_high,0.9642,8,mix,action,False,TAXAVvroOgk,outputs/annotation/frames/youcook2/TAXAVvroOgk.png," salad salad by mixing salad dressing with mayonnaise, milk, cream, honey, and raisins.-asted in lettuce to serve over lettuce.",dacmf_blip_00353__e8,dacmf_blip_00353
,mid,0.2019,10,cook,action,False,PTUxCvCz8Bc,outputs/annotation/frames/youcook2/PTUxCvCz8Bc.png,"at chicken wings with flour, garlic, seasonings, salt, and milk. Coat in a mixture until cooked in deep oil towels. Serve over paper towel.",dacmf_blip_00153__e8,dacmf_blip_00153
,very_low,0.0079,5,ginger oil,ingredient,False,lBguj96fa5w,outputs/annotation/frames/youcook2/lBguj96fa5w.png,"are wontons by blending tofu, mash with salt, pepper, garlic, sesame oil, and ginger oil. Cook wontons with egg sauce and boil to make wontons.",dacmf_blip_00410__e7,dacmf_blip_00410
,very_low,0.0382,12,red milk,ingredient,False,woTrhsB_bcA,outputs/annotation/frames/youcook2/woTrhsB_bcA.png,"ry snails with onions, garlic, shrimp, chagoong, and red milk in a creamy milk. Top with coconut milk, bago, black pepper, and spinach.",dacmf_blip_00245__e6,dacmf_blip_00245
,mid,0.2927,1,chicken,ingredient,False,YhevdroG7a4,outputs/annotation/frames/youcook2/YhevdroG7a4.png,"ir-fry chicken, fry with spices, ginger, garlic, turmeric, and tomato water. Mix with water, tomato water, and water for 15 minutes. Serve with cilantro leaves.",dacmf_blip_00398__e1,dacmf_blip_00398
,very_high,0.7249,5,garlic,ingredient,False,woTrhsB_bcA,outputs/annotation/frames/youcook2/woTrhsB_bcA.png,"ry snails with onions, garlic, shrimp, chagoong, and red milk in a creamy milk. Top with coconut milk, bago, black pepper, and spinach.",dacmf_blip_00245__e3,dacmf_blip_00245
,very_high,0.5926,6,sugarers,ingredient,True,yxjnWx6TaQ8,outputs/annotation/frames/youcook2/yxjnWx6TaQ8.png,"oil frankters by mixing flourmeal flour, flour, spices, sugar, sugarers, and milk, then secure frank dogs in batterterstersters.",dacmf_blip_00102__e7,dacmf_blip_00102
,very_low,0.0364,8,form,action,False,88YovCsnMxs,outputs/annotation/frames/youcook2/88YovCsnMxs.png," a a creamy mayonnaise sandwich by layonnaise, two with butter and cheese, then add cheese and bread in a pan, then form in the pan.",dacmf_blip_00062__e7,dacmf_blip_00062
,very_low,0.0139,2,green onions,ingredient,False,qkluMpILLdQ,outputs/annotation/frames/youcook2/qkluMpILLdQ.png,"are a potato potatoes, then simmer with cream, butter, green onions, bacon, and pepper in a pot.",dacmf_blip_00251__e4,dacmf_blip_00251
,very_low,0.0198,14,shrimp,ingredient,False,3meb_5kcPFg,outputs/annotation/frames/youcook2/3meb_5kcPFg.png," shrimp shrimp shrimp, garlic with garlic, peppers, and peppers in a bowl. Skewer with onions and olive oil, then pour with olive oil for a flavorful kabob.",dacmf_blip_00138__e1,dacmf_blip_00138
,low,0.1407,8,oil,ingredient,False,1vJp-jaIaeE,outputs/annotation/frames/youcook2/1vJp-jaIaeE.png,"ausake sausage mix by mixing mixing, water, and shape into thin rods. Fill with sausage rifts, then fry in oil.",dacmf_blip_00184__e8,dacmf_blip_00184
,high,0.3952,1,cook,action,False,oC5OvA4BK-E,outputs/annotation/frames/youcook2/oC5OvA4BK-E.png,"are a flavorful masala-fry a flavorful spices, spices, herbs, and spices. Cook with spices, yogurt, and rice, then sprinkle with vegetables and saffron-used rice leaves.",dacmf_blip_00083__e8,dacmf_blip_00083
,high,0.4405,1,green peppers,ingredient,False,e1gtgMczUwE,outputs/annotation/frames/youcook2/e1gtgMczUwE.png,"are fusilli pasta pasta, black olive tomatoes, black bell peppers, cucumber, green peppers, cheese, and cheese in a bowl. Toss with pasta salad and black pepper.",dacmf_blip_00088__e5,dacmf_blip_00088
,very_low,0.0237,11,chiles,ingredient,False,sGzBQrg1adY,outputs/annotation/frames/youcook2/sGzBQrg1adY.png,"auté spala by sautéing onions, tomatoes, ginger, garlic, chiles, and marsala powder in a pot, cooking chickala, cooking for a flavorful and flavorful dish.",dacmf_blip_00107__e6,dacmf_blip_00107
,very_high,0.8725,7,chicken mixture,ingredient,False,ikmPrpgWQ5M,outputs/annotation/frames/youcook2/ikmPrpgWQ5M.png,"are chicken mixture with spices, coriander powder, cormeric, and tumeric powder into oil. Cook in oil, then cook in oil until done.",dacmf_blip_00118__e1,dacmf_blip_00118
,very_high,0.6604,0,bake,action,False,OEfzgobszUA,outputs/annotation/frames/youcook2/OEfzgobszUA.png," peppers, planté peppers, and cook beef with ground beef, onions, kidney beans, and spices for a oven. Roll with onions, bake with the tortillas, bake, and bake.",dacmf_blip_00137__e10,dacmf_blip_00137
,very_high,0.5789,1,vegetables,ingredient,False,HdVETeyupXE,outputs/annotation/frames/youcook2/HdVETeyupXE.png,"are a savffron water by cooking onions, chilis, tomatoes, and vegetables in a pan, then layer with rice and rice before baking.",dacmf_blip_00299__e5,dacmf_blip_00299
